"","Set","e_est","lowerCI","upperCI","rsquared","pval_e","WT_w","MA_w","MB_w","DM_w","AF_w","WT_w_lci","MA_w_lci","MB_w_lci","DM_w_lci","AF_w_lci","WT_w_uci","MA_w_uci","MB_w_uci","DM_w_uci","AF_w_uci","pval_int","pval_MA","pval_MB","pval_DM","Epistasis_Direction","mutant_name","trait","mutant_rank"
"12",759,-0.2100662567907,-0.400912333759274,-0.0192201798221257,0.0338337513993185,0.0311733895492212,1,1.10889464213396,1.05698312566806,1.05613042697561,1.16587776780202,0.949319573375295,1.05935324695263,1.00850726138553,1.0054500003509,1.08001296187251,1.0506804266247,1.15843603731529,1.10545898995058,1.10681085360031,1.25174257373152,7.79886060189732e-88,0.00279594323922432,0.110602127697585,0.0311733895492212,"Negative","chx1/2","total_seed_count",12
"13",798,-0.203517297771706,-0.494598814041239,0.0875642184978266,0.0391519007340682,0.1687214655882,1,0.972216114095856,0.999918433682793,0.831854695519172,0.972134547778649,0.906022318611953,0.864243978473851,0.901353809912495,0.731605084329039,0.79833934724414,1.09397768138805,1.08018824971786,1.09848305745309,0.932104306709306,1.14592974831316,5.78192839958311e-41,0.701296567683542,0.999055331057879,0.1687214655882,"Not Detected","gata24/28","total_seed_count",13
"14",734,-0.192088675756973,-0.394625732091107,0.0104483805771612,0.0670823893301949,0.0629123390512544,1,0.965722804078911,1.00167303481935,0.865578975777244,0.967395838898264,0.947019486965934,0.911626789496034,0.947577020236476,0.812049427218704,0.874338370907487,1.05298051303407,1.01981881866179,1.05576904940223,0.919108524335783,1.06045330688904,2.01422254478263e-88,0.372984212919251,0.96527907983526,0.0629123390512544,"Not Detected","pub26/25","total_seed_count",14
"15",59,-0.19076266297297,-0.330724040090143,-0.0508012858557969,0.111035608006936,0.00781131627007065,1,0.975020682942252,1.02164208060032,0.912719670557816,0.996662763542577,0.968811806390112,0.944462618804909,0.990773774355397,0.882161606420473,0.943189863537991,1.03118819360989,1.0055787470796,1.05251038684525,0.943277734695159,1.05013566354716,5.73813454389296e-131,0.260574526336752,0.331895503819887,0.00781131627007065,"Negative","sweet14/13","total_seed_count",15
"16",786,-0.183634971832237,-0.397236633064643,0.0299666894001687,0.00671433103703523,0.0914824134992488,1,1.04181613200973,1.01837404745681,0.941739774248831,1.06019017946653,0.933824808200211,0.97241100532075,0.952938266482293,0.867542572832892,0.944095093213082,1.06617519179979,1.1112212586987,1.08380982843132,1.01593697566477,1.17628526571999,2.80541503744919e-67,0.39043795663673,0.697120349709226,0.0914824134992488,"Not Detected","AT1G23560/AT1G70480","total_seed_count",16
"17",3,-0.178768777772079,-0.324283254522912,-0.0332543010212458,0.0449784669918336,0.0162712834335158,1,1.02080479946004,1.03300775486539,0.938042979553453,1.05381255432543,0.936869641851791,0.957379181878407,0.972776440598716,0.874024337065457,0.963475878453449,1.06313035814821,1.08423041704168,1.09323906913206,1.00206162204145,1.14414923019741,1.86996252808944e-84,0.538303032048141,0.331217887021684,0.0162712834335158,"Negative","eif4b2/1","total_seed_count",17
"18",738,-0.178088494411606,-0.335407502639623,-0.0207694861835897,0.0411366020482683,0.0267290539835615,1,1.0688241193123,1.11993733870422,1.07242309111628,1.18876145801653,0.949432624253802,1.01716914869557,1.06828236808748,1.02076812049954,1.0999159096267,1.0505673757462,1.12047908992904,1.17159230932096,1.12407806173302,1.27760700640636,2.43938312274611e-90,0.0619001331572245,0.00127024703524434,0.0267290539835615,"Negative","mes14/12","total_seed_count",18
"19",761,-0.173663511837524,-0.411365961663294,0.0640389379882466,0.0351669467026258,0.150917383220046,1,0.992273379777422,1.1077231191294,1.00845390202768,1.09999649890682,0.940003569300244,0.92733771060837,1.04369568586722,0.946938333940775,0.990837325965257,1.05999643069976,1.05720904894647,1.17175055239158,1.06996947011459,1.20915567184838,9.61489077419238e-70,0.863113172282406,0.0164686233540067,0.150917383220046,"Not Detected","AT1G17540/AT1G72760","total_seed_count",19
"20",774,-0.156886887570124,-0.350335044532649,0.0365612693924007,0.00122028898320437,0.111177122109337,1,1.05342474489346,1.06108272809573,1.02877516792255,1.11450747298919,0.946818954507704,1.00024369940117,1.00921499754154,0.975594122430251,1.02314714969648,1.0531810454923,1.10660579038576,1.11295045864991,1.08195621341484,1.2058677962819,9.19880244662289e-79,0.162545794007176,0.106343507304215,0.111177122109337,"Not Detected","cand2/c8","total_seed_count",20
"21",61,-0.154996080413401,-0.303207050110936,-0.00678511071586566,0.0340521884863049,0.0404874173335106,1,1.00711559402841,1.00429461446173,0.948936318648268,1.01141020849013,0.970359589045614,0.97686397627647,0.974654203507342,0.918994982101122,0.959716221415242,1.02964041095439,1.03736721178034,1.03393502541611,0.978877655195414,1.06310419556502,4.77001225638201e-135,0.740723810038819,0.840073721856338,0.0404874173335106,"Negative","snl6/5","total_seed_count",21
"22",74,-0.152614794428265,-0.373558868937568,0.068329280081038,0.0534273121417133,0.174256428454237,1,1.08404245084753,1.10849626039726,1.11804606438138,1.19253871124479,0.944388357635064,1.03211788473775,1.05445145849338,1.0640012624775,1.09921317376954,1.05561164236494,1.13596701695731,1.16254106230114,1.17209086628526,1.28586424872004,2.9107253493326e-72,0.0306371029182483,0.00643653593501968,0.174256428454237,"Not Detected","AT1G15940/AT1G80810","total_seed_count",22
"23",790,-0.13897248212534,-0.379775498961292,0.101830534710613,-0.0103913463977856,0.256090844528415,1,1.04260533110292,1.03465340661493,0.997671659713036,1.07725873771784,0.931058447967283,0.973663779070201,0.966537531697206,0.927873658046822,0.958323261054377,1.06894155203272,1.11154688313563,1.10276928153265,1.06746966137925,1.19619421438131,7.04352842446722e-65,0.389426432864659,0.481122870144418,0.256090844528415,"Not Detected","mapkkk18/17","total_seed_count",23
"24",784,-0.109517696792191,-0.302344651007918,0.0833092574235366,0.0352191065728565,0.263940623766474,1,1.08296750306327,1.10721112419276,1.12244693598738,1.19017862725603,0.94045738784566,1.02465270550101,1.04496066139041,1.06413213842512,1.08615431088723,1.05954261215434,1.14128230062552,1.16946158699512,1.18076173354963,1.29420294362483,1.74626336486098e-79,0.051028391468754,0.0149979076662143,0.263940623766474,"Not Detected","kmd1/2","total_seed_count",24
"25",706,-0.107534132852909,-0.273444723021395,0.0583764573155766,0.00761897318286853,0.202616921722514,1,1.02034902628738,0.992953048348378,0.970674171639498,1.01330207463576,0.967221209343755,0.987906437243222,0.960510459304218,0.93682038222071,0.956915087797817,1.03277879065624,1.05279161533154,1.02539563739254,1.00452796105829,1.0696890614737,2.44054219846383e-124,0.385184824225889,0.763420522555236,0.202616921722514,"Not Detected","AT1G07280/AT2G29670","total_seed_count",25
"26",72,-0.100007523298488,-0.218692582941388,0.018677536344412,0.0800858679930059,0.0981235934576114,1,0.980727479798507,0.984280102206632,0.919399954884632,0.965007582005139,0.973251071235976,0.954518989143341,0.95695586184522,0.891461609973229,0.918650227855307,1.02674892876402,1.00693597045367,1.01160434256804,0.947338299796036,1.01136493615497,1.36052011477725e-138,0.311269711124368,0.418358406423671,0.0981235934576114,"Not Detected","nf-ya6/5","total_seed_count",26
"27",789,-0.0937190551879984,-0.238229835734913,0.0507917253589165,0.080963383411717,0.202359739106275,1,1.1050169108326,1.02162312624665,1.07763391916209,1.12664003707924,0.963017396626804,1.0680343074594,0.983478483385569,1.03865083234145,1.06190643156003,1.0369826033732,1.14199951420579,1.05976776910772,1.11661700598273,1.19137364259846,1.77971814164778e-115,0.000105870675521204,0.423072592433834,0.202359739106275,"Not Detected","pub18/19","total_seed_count",27
"28",56,-0.0929010322186528,-0.169624276056086,-0.0161777883812194,0.0266197765682061,0.0178921688868748,1,1.0315569029336,1.01404918376412,1.00721190375149,1.04560608669772,0.984186180630566,1.01558253305848,0.998235364394686,0.991398084382052,1.01812274157735,1.01581381936943,1.04753127280872,1.02986300313355,1.02302572312092,1.07308943181809,6.40329091874116e-188,0.00616940970037535,0.216855986683243,0.0178921688868748,"Negative","AT2G25520/AT4G32390","total_seed_count",28
"29",782,-0.0913245109992346,-0.25948349749671,0.076834475498241,0.0050093288046319,0.285320637029709,1,1.04404414239905,1.05952933095823,1.05430802549851,1.10357347335728,0.952622321121434,1.00062178245658,1.01425839125634,1.00903708579662,1.02496301743451,1.04737767887857,1.08746650234152,1.10480027066013,1.09957896520041,1.18218392928006,2.40806840316253e-94,0.177965628917868,0.0747232917612411,0.285320637029709,"Not Detected","AT1G61240/AT1G11170","total_seed_count",29
"30",18,-0.0889282024891144,-0.179748521089023,0.00189211611079397,0.214361863788206,0.0549288265236751,1,0.95157026860407,0.983757854198905,0.897487978999412,0.935328122802975,0.97515350813101,0.925349488422478,0.960076298930931,0.87152748219639,0.897861538030953,1.02484649186899,0.977791048785662,1.00743940946688,0.923448475802434,0.972794707574997,3.65918617703585e-177,0.00065287248650908,0.243076958416348,0.0549288265236751,"Not Detected","lrb2/1","total_seed_count",30
"31",787,-0.0862026715815261,-0.313094316020058,0.140688972857006,0.00759456163623984,0.454247056512142,1,1.08692185377683,1.03434332327955,1.07264937082698,1.12126517705638,0.93333730384527,1.02486226103886,0.972283730541588,1.00763292126001,1.01105310348809,1.06666269615473,1.14898144651479,1.09640291601752,1.13766582039396,1.23147725062467,3.74736552890245e-68,0.0612793256148164,0.457639918172119,0.454247056512142,"Not Detected","AT1G03440/AT4G03010","total_seed_count",31
"32",71,-0.0850969638067619,-0.344822411070562,0.174628483457038,0.367814577542033,0.517815914930311,1,0.719799440656703,1.00275522976733,0.67736210558602,0.722554670424029,0.945975632081427,0.643397446847623,0.951685282361402,0.589832625617105,0.615952435386259,1.05402436791857,0.796201434465784,1.05382517717325,0.764891585554935,0.829156905461799,1.08122387276898e-67,2.92607748152343e-08,0.941634402288066,0.517815914930311,"Not Detected","AT1G10650/AT1G60610","total_seed_count",32
"33",767,-0.0835398503843789,-0.483764817388648,0.31668511661989,-0.0222321921037103,0.680102865919024,1,1.02272515881847,1.00333222173061,0.948067265226112,1.02605738054908,0.802026415771031,0.84087480985189,0.815517988917386,0.768993420510845,0.698128614627344,1.19797358422897,1.20457550778505,1.19114645454383,1.12714110994138,1.35398614647081,1.97610233020525e-17,0.867336392152272,0.980749056299016,0.680102865919024,"Not Detected","gpp2/gpp1","total_seed_count",33
"34",737,-0.0833432588589395,-0.204256285410646,0.0375697676927668,-0.00306149395847166,0.175540128790658,1,1.03571026791702,1.01397409733578,0.996363040519361,1.0496843652528,0.961440283869352,0.99632121570052,0.976193445677115,0.957395273701115,0.982858271678928,1.03855971613065,1.07509932013352,1.05175474899444,1.03533080733761,1.11651045882667,6.6771071391525e-112,0.202821849967918,0.610193156044521,0.175540128790658,"Not Detected","nf-ya7/4","total_seed_count",34
"35",758,-0.0826059254589864,-0.377568669992426,0.212356819074454,0.00979279906237784,0.581055415856727,1,0.948704564461438,1.09040263474057,0.986143535594998,1.03910719920201,0.908160472164542,0.853641621743168,0.995339692022302,0.889928272710812,0.876293118024876,1.09183952783546,1.04376750717971,1.18546557745884,1.08235879847918,1.20192128037914,7.69274854470732e-50,0.444647776121555,0.178745881541376,0.581055415856727,"Not Detected","apy6/AT1G14240","total_seed_count",35
"36",733,-0.0801737077312978,-0.328181430224238,0.167834014761642,-0.00520253454987762,0.524368035429683,1,1.05411159905535,1.06170896672695,1.06788633636574,1.1158205657823,0.9256797535894,0.98135616466203,0.986567477193243,0.993566089955143,0.987511970163621,1.0743202464106,1.12686703344866,1.13685045626066,1.14220658277634,1.24412916140097,2.53776258364395e-64,0.305978505662564,0.250801401616236,0.524368035429683,"Not Detected","hsfa1e/b","total_seed_count",36
"37",771,-0.079538190499355,-0.293357243010074,0.134280862011364,0.00595695093174242,0.463833265154107,1,1.02001331355177,0.968736287757646,0.947697097838385,0.988749601309421,0.946274223119642,0.965106609292902,0.910498933386566,0.893971320958026,0.892350458584436,1.05372577688036,1.07492001781065,1.02697364212873,1.00142287471874,1.08514874403441,3.54214661588545e-84,0.60777868668387,0.437187129692304,0.463833265154107,"Not Detected","AT1G21380/AT1G76970","total_seed_count",37
"38",779,-0.0786604877798612,-0.209222750708268,0.0519017751485456,0.00318455167800791,0.236135404119446,1,1.03743257632174,1.03708536829807,1.03465308668699,1.07451794461981,0.967345354761624,1.0040903894713,1.00374318144764,1.00166004230432,1.01716178798791,1.03265464523838,1.07077476317218,1.07042755514851,1.06764613106966,1.13187410125172,1.24254881077474e-124,0.115273327432144,0.118662107106982,0.236135404119446,"Not Detected","AT5G07620/AT5G61570","total_seed_count",38
"39",718,-0.0723765246162376,-0.131352328512986,-0.0134007207194893,0.274435918413887,0.0164746811995497,1,0.983767220541724,0.9838021232582,0.941224343933371,0.967569343799924,0.98930699787907,0.973199287075562,0.972705470536926,0.930656410467208,0.948883594852664,1.01069300212093,0.994335154007887,0.994898775979473,0.951792277399534,0.986255092747184,3.16208718214755e-191,0.0344987607348415,0.039506309009482,0.0164746811995497,"Negative","AT1G80000/AT1G15280","total_seed_count",39
"40",34,-0.0697537776851722,-0.128903030974501,-0.0106045243958436,0.0138261664085093,0.0210578941408722,1,1.01623975924678,1.01682194485494,1.00500294869389,1.03306170410172,0.988133712571188,1.00437347181796,1.00495565742613,0.993016188253287,1.0125086913778,1.01186628742881,1.02810604667559,1.02868823228375,1.01698970913449,1.05361471682564,5.1781511907156e-212,0.0577900061703023,0.0494553072867583,0.0210578941408722,"Negative","AT1G07560/AT2G28960","total_seed_count",40
"41",44,-0.0672309766384618,-0.179552030692807,0.0450900774158838,0.00493464346899064,0.239214583005066,1,1.00775986992499,0.996131512811563,0.9762341020235,1.00389138273655,0.976717982388768,0.984716648550496,0.973088291437067,0.953190880649005,0.963841008872161,1.02328201761123,1.03080309129949,1.01917473418606,0.999277323397995,1.04394175660095,1.86301268530862e-153,0.640849533778038,0.816058558223674,0.239214583005066,"Not Detected","wakl2/22","total_seed_count",41
"42",714,-0.0652101799488973,-0.23944487297377,0.109024513075976,-0.0131843494336599,0.461117070174187,1,1.01988390085129,1.00928841978516,0.995973319820121,1.02917232063645,0.956143463134646,0.97504170076238,0.964446219696248,0.952116782954767,0.952068224484236,1.04385653686535,1.06472610094021,1.05413061987407,1.03982985668548,1.10627641678867,1.78382363997592e-98,0.532368581063671,0.770438287562057,0.461117070174187,"Not Detected","elip2/1","total_seed_count",42
"43",735,-0.0583523411586402,-0.254770951584343,0.138066269267063,-0.0153572893226599,0.558318473016395,1,1.01441738179903,1.00682129792397,0.989258842360894,1.021238679723,0.949481815812987,0.961042844534969,0.954056775405493,0.930925467882208,0.9307675627944,1.05051818418701,1.06779191906308,1.05958582044245,1.04759221683958,1.1117097966516,6.14883984279901e-86,0.699019712402681,0.853957465627439,0.558318473016395,"Not Detected","AT3G06830/AT5G49180","total_seed_count",43
"44",792,-0.0547740855008646,-0.381409623929435,0.271861452927706,-0.0258750396267942,0.740256049230345,1,1.02505406967056,1.0054279273076,0.991202347049985,1.03048199697817,0.880288042859171,0.907499261415744,0.891859192991161,0.873647538795165,0.827879077353218,1.11971195714083,1.14260887792538,1.11899666162405,1.10875715530481,1.23308491660312,1.59320342185952e-31,0.767822738971251,0.948137933373301,0.740256049230345,"Not Detected","AT1G72740/AT1G17520","total_seed_count",44
"45",766,-0.0522818120784824,-0.49070248481258,0.386138860655615,-0.0157039063411462,0.813574338406847,1,1.13735983447063,1.04825551479781,1.13601935101123,1.18561534926845,0.800412488254334,0.934360323230794,0.833864136047425,0.921627972260839,0.829234037060676,1.19958751174567,1.34035934571047,1.2626468935482,1.35041072976161,1.54199666147621,7.25899979955712e-17,0.340973523637048,0.744621068688181,0.813574338406847,"Not Detected","AT1G54020/esm1","total_seed_count",45
"46",745,-0.0477020707533005,-0.284135604053884,0.188731462547283,-0.0104094239453298,0.690871380121285,1,0.983776060149468,0.988152020455567,0.941274997397937,0.971928080605035,0.925877469677616,0.909653529827084,0.911365560447835,0.862544268691815,0.841987865724097,1.07412253032238,1.05789859047185,1.0649384804633,1.02000572610406,1.10186829548597,1.84899482310852e-61,0.760295440145924,0.826766544400773,0.690871380121285,"Not Detected","aoc3/4","total_seed_count",46
"47",756,-0.0474141957627533,-0.252121337051537,0.15729294552603,-0.00578220908829041,0.648146412198673,1,1.02890890609707,1.05781623168227,1.05602998290987,1.08672513777934,0.933211685146303,0.961348446344711,0.993194603650754,0.989987929633382,0.971829317435906,1.0667883148537,1.09646936584943,1.12243785971379,1.12207203618636,1.20162095812277,6.2413720345429e-70,0.548899721749836,0.221158481360255,0.648146412198673,"Not Detected","atn1/AT5G40540","total_seed_count",47
"48",796,-0.0419350008248512,-0.187499255305042,0.10362925365534,0.00592252667135229,0.570388111621153,1,0.975739638547984,1.021596524933,0.975930614534555,0.997336163480982,0.964068451540579,0.938629694871509,0.984486581256523,0.93751817347415,0.933732924459419,1.03593154845942,1.01284958222446,1.05870646860947,1.01434305559496,1.06093940250254,1.07025883983512e-112,0.355250051403895,0.410420085102476,0.570388111621153,"Not Detected","AT2G45920/AT3G61390","total_seed_count",48
"49",712,-0.0411782080834469,-0.185124628717876,0.102768212550982,-0.0059511322290875,0.573194867816903,1,1.0061918196189,0.988528955834906,0.976022982178173,0.994720775453801,0.96751322714537,0.973361261816362,0.956698549081489,0.942470787448039,0.938627899522701,1.03248677285463,1.03902237742143,1.02035936258832,1.00957517690831,1.0508136513849,1.4008206251505e-124,0.791708017073386,0.619377090797076,0.573194867816903,"Not Detected","AT1G52420/AT3G15940","total_seed_count",49
"50",754,-0.0390729610223856,-0.178852683071675,0.100706761026903,0.0770025931844551,0.581998436754894,1,0.922079949314782,0.982002518729215,0.879916864091741,0.904082468043997,0.956331463662984,0.879741732514021,0.938333982392199,0.836705602516243,0.829206525756084,1.04366853633702,0.964418166115543,1.02567105506623,0.923128125667238,0.978958410331909,6.8884808733698e-103,0.0123228536417045,0.56605644781973,0.581998436754894,"Not Detected","AT5G61590/AT5G07580","total_seed_count",50
"51",781,-0.0386974581297597,-0.177996342099476,0.100601425839956,-0.00210439334863932,0.584266880109961,1,0.999070913660108,1.0356183430876,1.01485730861659,1.03468925674771,0.96344855067669,0.964434501388934,0.999066893764289,0.979861960206672,0.972466287111986,1.03655144932331,1.03370732593128,1.07216979241091,1.04985265702651,1.09691222638343,1.57931355473781e-113,0.970998968480617,0.175643298728756,0.584266880109961,"Not Detected","abf4/1","total_seed_count",51
"52",133,-0.0380536396510227,-0.109039431881724,0.032932152579679,0.0323704301783303,0.291445374909598,1,0.999156726729931,0.989458556203862,0.973964562366388,0.988615282933793,0.986476081150828,0.98531455448288,0.976373368243752,0.959780556615442,0.965254541132484,1.01352391884917,1.01299889897698,1.00254374416397,0.988148568117335,1.0119760247351,9.87383175777833e-180,0.931550614902765,0.270364507235977,0.291445374909598,"Not Detected","trm3/4","total_seed_count",52
"53",753,-0.0350430000714372,-0.249566165044995,0.179480164902121,0.0393801500667152,0.747441225707617,1,1.11064203741402,1.03020620021054,1.1198041174635,1.14084823762456,0.93275821754949,1.04340025496351,0.96841526637885,1.05868851466124,1.02744173817221,1.06724178245051,1.17788381986453,1.09199713404222,1.18091972026575,1.25425473707691,5.48279822111449e-67,0.0228634068410978,0.514583949997556,0.747441225707617,"Not Detected","sdh7a/b","total_seed_count",53
"54",11,-0.029602662705015,-0.0964302381258436,0.0372249127158136,0.136062751433435,0.383768402901707,1,1.00031226259208,0.977070507147195,0.967287134690035,0.977382769739275,0.984483028919285,0.984861943526873,0.961132285318409,0.951272525849544,0.954705763777951,1.01551697108071,1.01576258165729,0.993008728975981,0.983301743530526,1.0000597757006,3.94639671287356e-224,0.96944072021376,0.00552048822480088,0.383768402901707,"Not Detected","AT2G21380/AT4G39050","total_seed_count",54
"55",702,-0.0289143298219489,-0.092917207366644,0.0350885477227461,-0.000773166293888572,0.374011242372286,1,1.00656206194515,0.996552654203591,0.991672062088042,1.00311471614874,0.987464232008718,0.993899024010842,0.98375838957336,0.979009024153732,0.981178645026378,1.01253576799128,1.01922509987946,1.00934691883382,1.00433510002235,1.02505078727111,6.95492826282654e-205,0.468490274924981,0.704655730388251,0.374011242372286,"Not Detected","pks1/2","total_seed_count",55
"56",725,-0.0284888305429311,-0.126536592061777,0.069558930975915,-0.00677676662072635,0.567138330648986,1,1.01040265997984,1.01586926347913,1.01530380999884,1.02627192345897,0.981077804829697,0.991682847047233,0.996737976931872,0.996583997066233,0.993492555081162,1.0189221951703,1.02912247291245,1.03500055002639,1.03402362293145,1.05905129183678,1.42789796632438e-163,0.441620257586881,0.246086617630493,0.567138330648986,"Not Detected","blh10/3","total_seed_count",56
"57",52,-0.0283226174496695,-0.0893336730170428,0.0326884381177037,-0.0113816314344717,0.360673835986505,1,1.00838829683014,1.00357953508791,1.00078905097804,1.01196783191805,0.987713386695355,0.996101683525496,0.991589028267616,0.989205120863994,0.990856366151712,1.01228661330465,1.02067491013479,1.0155700419082,1.01237298109208,1.03307929768439,1.90816946865454e-181,0.341870075902639,0.68108919941551,0.360673835986505,"Not Detected","AT1G12460/AT1G62950","total_seed_count",57
"58",791,-0.0280667923519366,-0.256493775042568,0.200360190338694,-0.0203785906635174,0.808449559279555,1,1.00700772793892,1.01349683499376,1.00428478125427,1.02050456293269,0.934271891496386,0.942987134866564,0.945916868148948,0.937650035322076,0.906548990433814,1.06572810850361,1.07102832101128,1.08107680183858,1.07091952718646,1.13446013543156,1.05305354459478e-63,0.880212138377046,0.777585496799224,0.808449559279555,"Not Detected","ndi1/2","total_seed_count",58
"59",731,-0.027298298218812,-0.0827554096405724,0.0281588132029484,0.0379982046405238,0.332782634369087,1,0.989870664876079,1.00177288544286,0.982203417189641,0.991643550318939,0.990412118562309,0.980381123283492,0.992185004005169,0.972514073863589,0.975093434290225,1.00958788143769,0.999360206468667,1.01136076688055,0.991892760515692,1.00819366634765,2.81252828398591e-223,0.140218639005921,0.796745806970967,0.332782634369087,"Not Detected","AT3G07340/AT5G48560","total_seed_count",59
"60",805,-0.0262657183183819,-0.120491931760744,0.0679604951239804,0.0155602819613078,0.583089436209578,1,1.00276268022516,1.03589383755669,1.02512722933069,1.03865651778184,0.975983932553266,0.9785027885837,1.01187777010995,1.00035654711455,0.996918222013239,1.02401606744673,1.02702257186661,1.05990990500342,1.04989791154684,1.08039481355044,1.62158009539678e-151,0.873343564795477,0.0384397420946337,0.583089436209578,"Not Detected","AT1G26790/AT1G69570","total_seed_count",60
